xDLNMID,xtEIND,xtConditi,nQ1,iQ2,nQ3,nQ4,iQ5,nQ6,nQ7,nQ8,nQ9,nQ10,mQ11_1,mQ11_2,mQ11_3,mQ11_4,mQ11_5,mQ11_6,mQ11_7,mQ11_8,mQ11_9,mQ11_10,mQ11_11,mQ11_12,mQ11_13,mQ11_99999997,mQ12_1,mQ12_2,mQ12_3,mQ12_4,mQ12_5,mQ12_6,mQ12_7,mQ12_8,mQ12_9,mQ12_10,mQ12_11,mQ12_12,mQ12_13,mQ12_14,mQ12_99999997,mQ13_1,mQ13_2,mQ13_3,mQ13_4,mQ13_5,mQ13_6,mQ13_7,mQ13_8,mQ13_9,mQ13_10,mQ13_11,mQ13_12,mQ13_13,mQ13_14,mQ13_15,mQ13_16,mQ13_99999997,iQ14,nQ15,nQ16,iQ17,iQ18_1,iQ18_2,iQ18_3,iQ18_4,iQ18_5,iQ18_6,iQ18_7,iQ18_8,iQ18_9,iQ18_10,iQ18_11,iQ18_12,iQ18_13,iQ18_14,iQ18_15,iQ18_16,iQ18_17,iQ18_18,iQ18_19,iQ18_20,iQ18_21,iQ18_22,iQ18_23,nQ19,iQ20,iQ21,nQ22,iQ23,nQ24,xAge,nAgeCat,nGender,xHighLevEdu,nEduLev,xIncome,nIncCat,nProv,nRegion,nShoopResp,wwighfact,nGen,nAg,nEdu,nReg
288149999,11/25/2019 23:24:49,Qualified,Don't know,Very unlikely,0 cars,No,No people,Myself,I don't know,I don't know,Rare/never,Other,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,I don't know,No,I would never buy an EV,Very bad,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Another source, not mentioned in this list",Did not change,Did not change,2 people,No people,I'd rather not say,46,35 - 44,Woman,Bachelor HBO/WO,High,Prefer not to say,Unknown,Zuid-Holland,West,Myself,1.12797104377373,Woman,40 - 49,High,West
288150000,11/26/2019 18:08:39,Qualified,VVD,Likely,1 car,No,2 people,Myself,10.000-19.999,Less than 10 km,1 time per month,Public road,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,I don't know,Bad,Mostly disagree,Mostly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Totally agree,Neutral,Mostly agree,Neutral,Neutral,Totally agree,Neutral,Neutral,Totally agree,Neutral,Neutral,Neutral,Neutral,Neutral,Mostly agree,I don't know,Car dealer(s),Did not change,Did not change,1 person,No people,€50.000 - €64.999,45,35 - 44,Woman,"Master HBO/WO, post-doctoral",High,Between 1 and 2 times average,Above average,Zuid-Holland,West,Myself,1.89439561637366,Woman,40 - 49,High,West
288150004,11/26/2019 0:46:20,Qualified,PvdA,Very likely,1 car,No,1 person,Myself,10.000-19.999,30-39 km,Several times biannually,Public road,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly disagree,Yes,"If I had an EV, it would be my only car",Good,Mostly disagree,Mostly disagree,I don't know,Mostly disagree,I don't know,I don't know,Mostly agree,Neutral,I don't know,Neutral,Mostly agree,Mostly agree,Mostly agree,Mostly disagree,Mostly agree,Neutral,Totally disagree,Mostly agree,I don't know,Totally agree,Mostly agree,I don't know,Mostly agree,"Another source, not mentioned in this list",More negative,Did not change,1 person,No people,€50.000 - €64.999,60,55 - 70,Man,"Master HBO/WO, post-doctoral",High,Between 1 and 2 times average,Above average,Groningen,North,Myself,.458839277137028,Man,60 - 70,High,North
288150007,11/22/2019 14:15:41,Qualified,SP,Very likely,1 car,No,No people,Equally shared in decision makings,10.000-19.999,40-49 km,Several times biannually,Public road,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly disagree,No,I would never buy an EV,Bad,Neutral,Mostly disagree,Mostly agree,I don't know,Mostly disagree,I don't know,Neutral,Totally agree,Mostly disagree,Mostly disagree,I don't know,I don't know,Mostly agree,I don't know,Totally agree,Totally agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Totally agree,I don't know,Car dealer(s),Did not change,More negative,2 people,No people,€35.000 - €49.999,62,55 - 70,Man,Bachelor HBO/WO,High,Below average,Below average,Utrecht,West,Both in equal measure,.522228264157512,Man,60 - 70,High,West
288150014,11/25/2019 11:43:02,Qualified,D66,Very likely,1 car,No,No people,Other(s) in the household,20.000-29.999,10-19 km,Several times biannually,Own parking space in  shared common area,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly agree,No,"If I had an EV, it would be my only car",Good,Mostly disagree,Mostly disagree,Neutral,Mostly disagree,Mostly disagree,Neutral,Mostly agree,Mostly disagree,Mostly disagree,I don't know,I don't know,Mostly agree,Mostly agree,Mostly disagree,I don't know,Mostly agree,I don't know,Mostly agree,I don't know,I don't know,I don't know,I don't know,Mostly agree,"Newsarticles (newspapers, tv and websites)",More negative,More positive,2 people,No people,€65.000 - €79.999,59,45 - 54,Woman,Bachelor HBO/WO,High,Between 1 and 2 times average,Above average,Limburg,South,Myself,1.46146269873482,Woman,50 - 59,High,South
288150017,11/23/2019 17:56:57,Qualified,VVD,Very likely,2 cars,No,No people,Myself,10.000-19.999,10-19 km,1-3 times per week,Own driveway/carport/garage,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally disagree,No,I would never buy an EV,Neutral,Totally disagree,Neutral,I don't know,Neutral,I don't know,I don't know,Totally agree,Neutral,Neutral,Neutral,Mostly agree,Neutral,I don't know,Neutral,Totally agree,Totally agree,Totally agree,Totally agree,I don't know,I don't know,Neutral,I don't know,Neutral,"Newsarticles (newspapers, tv and websites)",Did not change,More negative,3 people or more,No people,€80.000 - €94.999,68,55 - 70,Man,Bachelor HBO/WO,High,More than 2 times average,Above average,Noord-Brabant,South,Others,.940777199463753,Man,60 - 70,High,South
288150019,11/23/2019 15:11:07,Qualified,VVD,Likely,2 cars,"Yes, plug-in hybrid car(s)",No people,Myself,1.000-4.9999,Less than 10 km,1 time per month,Own driveway/carport/garage,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,"If I had an EV, it would be my only car",Bad,Mostly disagree,Mostly disagree,Mostly agree,Neutral,Neutral,Mostly agree,Mostly agree,Totally agree,Neutral,Totally agree,Totally agree,Mostly agree,Totally agree,Mostly agree,Totally agree,Totally agree,Mostly agree,Totally agree,Totally agree,Totally agree,Totally agree,Mostly agree,Mostly agree,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",More negative,Did not change,2 people,No people,€65.000 - €79.999,68,55 - 70,Man,Bachelor HBO/WO,High,2 times average,Above average,Noord-Brabant,South,Others,.940777199463753,Man,60 - 70,High,South
288150026,11/22/2019 14:25:37,Qualified,D66,Likely,1 car,No,2 people,Myself,10.000-19.999,20-29 km,Several times biannually,Own parking space in  shared common area,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,I don't know,Neutral,Mostly disagree,Mostly disagree,Neutral,Mostly agree,I don't know,Mostly agree,I don't know,Mostly disagree,Mostly disagree,I don't know,I don't know,Mostly agree,Mostly disagree,Mostly disagree,I don't know,Totally agree,Mostly disagree,I don't know,Mostly disagree,Totally agree,I don't know,I don't know,Neutral,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",More positive,More positive,2 people,2 people,€35.000 - €49.999,29,18 - 24,Woman,Bachelor HBO/WO,High,Between 1 and 2 times average,Above average,Zuid-Holland,Suburbs,Both in equal measure,1.23746274514346,Woman,18 - 29,High,Suburbs
288150028,11/23/2019 15:54:36,Qualified,D66,Likely,1 car,No,No people,Equally shared in decision makings,5.000-9.999,I don't know,Rare/never,Own driveway/carport/garage,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly agree,No,I don't know,Good,Mostly disagree,Mostly disagree,Mostly disagree,Totally disagree,Mostly disagree,Neutral,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Neutral,Mostly agree,Mostly disagree,Totally disagree,Mostly disagree,Neutral,Mostly disagree,Mostly agree,Mostly disagree,Totally agree,I don't know,I don't know,Neutral,Car dealer(s),More negative,More positive,3 people or more,No people,I'd rather not say,57,45 - 54,Woman,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Between 1 and 2 times average,Above average,Gelderland,East,Myself,1.2761064309023,Woman,50 - 59,Middle,East
288150030,11/24/2019 10:18:27,Qualified,Don't know,Neither/nor,1 car,No,No people,Equally shared in decision makings,1.000-4.9999,Less than 10 km,1 time per year,Own driveway/carport/garage,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Neutral,No,I don't know,I don't know,Neutral,I don't know,Mostly agree,Neutral,I don't know,Neutral,Neutral,I don't know,I don't know,I don't know,I don't know,I don't know,Mostly agree,Mostly disagree,I don't know,I don't know,Mostly disagree,Neutral,I don't know,Mostly agree,I don't know,I don't know,I don't know,"Newsarticles (newspapers, tv and websites)",Did not change,Did not change,2 people,No people,I'd rather not say,65,55 - 70,Woman,VMBO (professionally-oriented)/MBO-1,Low,Between 1 and 2 times average,Above average,Zuid-Holland,West,Myself,.681910015848822,Woman,60 - 70,Low,West
288150031,11/24/2019 11:25:00,Qualified,Green Left,Very unlikely,0 cars,No,2 people,Myself,Less than 1.000 km,Less than 10 km,Rare/never,Own parking space in  shared common area,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally agree,No,"If I had an EV, it would be my only car",Neutral,Totally disagree,Totally disagree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Totally disagree,Mostly disagree,Mostly disagree,Mostly disagree,Neutral,Mostly disagree,Totally disagree,Neutral,Neutral,Mostly disagree,Mostly agree,Mostly disagree,Neutral,Mostly disagree,Neutral,Neutral,"Newsarticles (newspapers, tv and websites)",More negative,More positive,1 person,No people,€20.000 - €34.999,65,55 - 70,Man,Havo/VWO,Middle,Below average,Below average,Gelderland,East,Myself,.52214737092448,Man,60 - 70,Middle,East
288150037,11/28/2019 16:32:18,Qualified,Blank vote,Very unlikely,1 car,No,No people,Other(s) in the household,Less than 1.000 km,Less than 10 km,Rare/never,Own driveway/carport/garage,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,"If I had an EV, it would be my only car",Very good,Mostly disagree,I don't know,I don't know,Neutral,Neutral,I don't know,Mostly agree,Totally disagree,Mostly disagree,I don't know,Mostly disagree,I don't know,Mostly disagree,Totally disagree,I don't know,I don't know,I don't know,Neutral,I don't know,Mostly agree,Neutral,Mostly agree,I don't know,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",Did not change,Did not change,2 people,No people,€20.000 - €34.999,43,35 - 44,Woman,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Almost average,Below average,Noord-Brabant,South,Both in equal measure,.203680295721499,Woman,40 - 49,Middle,South
288150040,11/23/2019 19:33:53,Qualified,PVV,Very likely,3 cars or more,No,3 people,Myself,10.000-19.999,50-99 km,Several times biannually,Own driveway/carport/garage,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,"If I had an EV, it would be my only car",Neutral,Neutral,Neutral,Totally agree,Totally agree,Neutral,Totally agree,Totally agree,Mostly agree,Neutral,Neutral,Totally agree,Neutral,Mostly agree,Neutral,Totally agree,Totally agree,Mostly agree,Totally agree,Neutral,Totally agree,Totally agree,Totally agree,Totally agree,"Newsarticles (newspapers, tv and websites)",More negative,Did not change,3 people or more,No people,€50.000 - €64.999,52,45 - 54,Man,"Master HBO/WO, post-doctoral",High,Between 1 and 2 times average,Above average,Noord-Brabant,South,Both in equal measure,.698484557341161,Man,50 - 59,High,South
288150041,11/23/2019 14:09:14,Qualified,Other party,Likely,1 car,No,No people,Myself,1.000-4.9999,Less than 10 km,Rare/never,Own driveway/carport/garage,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally disagree,No,I would never buy an EV,Neutral,Neutral,Mostly agree,Neutral,Neutral,Neutral,Totally agree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Neutral,Totally agree,Neutral,Totally disagree,Totally agree,Neutral,Mostly disagree,Neutral,Totally agree,Totally agree,Mostly agree,Totally agree,Totally agree,"Newsarticles (newspapers, tv and websites)",Did not change,More negative,1 person,No people,€35.000 - €49.999,68,55 - 70,Man,VMBO (professionally-oriented)/MBO-1,Low,Almost average,Below average,Noord-Holland,West,Myself,.304316207929575,Man,60 - 70,Low,West
288150046,11/25/2019 9:26:31,Qualified,PvdA,I don't know,3 cars or more,No,No people,Other(s) in the household,1.000-4.9999,Less than 10 km,Rare/never,Public road,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally agree,No,"If I had an EV, it would be my only car",Bad,Neutral,Neutral,Neutral,Totally agree,Totally agree,Neutral,Totally agree,Neutral,Totally agree,I don't know,Totally agree,I don't know,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Neutral,Neutral,Totally agree,Totally agree,Totally agree,Car dealer(s),Did not change,Did not change,3 people or more,No people,I'd rather not say,60,55 - 70,Woman,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Between 1 and 2 times average,Above average,Zuid-Holland,West,Both in equal measure,.458839277137028,Woman,60 - 70,Middle,West
