NMID,tEND,tConditi,Country,Gender,RegionGermany,PunchRegionGermany,RegionHungary,PunchRegionHungary,RegionNorway,PunchRegionNorway,RegionDenmark,EducationGermany,EducationHungary,EducationNorway,EducationDenmark,Edu,PoliticsGermany,PoliticsGermanyt,PoliticsHungary,PoliticsHungaryt,PoliticsNorway,PoliticsDenmark,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_99999997,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_99999997,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_99999997,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_13,Q18_14,Q18_15,Q18_16,Q18_17,Q18_18,Q18_19,Q18_20,Q18_21,Q18_22,Q18_23,Q19,Q20,Q21,Q16a,Q16b,Q16bt,Price,Q22,Q23,Q24,lft,Lftcat,wgrim
297287620,4/28/2020,1,6,1,2,5, , , , , ,8, , , ,3,8,Die Humanisten, , , , ,1,1,4,1,1,1,1,8,4,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,2,2,1,99999997,5,4,4,2,99999997,2,1,2,4,99999997,2,5,99999997,5,1,2,2,1,99999997,1,2,1,1,6,4,3,9, , , ,1,1,1,31,2,.996651208062107
297287621,4/28/2020,1,6,2,10,4, , , , , ,5, , , ,2,5,0, , , , ,2,2,2,2,1,6,6,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,3,2,2,3,2,3,1,2,2,2,2,2,2,1,2,2,2,2,1,2,3,2,4,2,2,4,3,0,25000,1,2,2,26,2,.62678859977249
297287622,4/28/2020,1,6,2,10,4, , , , , ,5, , , ,2,1,0, , , , ,1,2,4,1,3,3,2,5,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99999997,2,1,4,3,4,99999997,4,4,99999997,3,3,3,99999997,2,2,2,3,1,3,99999997,2,99999997,1,99999997,2,1,1,3,3,3,2,0,15000,2,1,6,52,4,1.21157643292372
297287623,4/28/2020,1,6,1,7,1, , , , , ,3, , , ,2,6,0, , , , ,2,2,4,1,3,2,1,8,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,2,1,3,5,5,5,3,4,4,3,5,4,4,3,4,4,5,3,99999997,4,2,99999997,1,5,3,4,3,4,2,1,3,0,4000,2,1,1,70,5,.455278142563972
297287624,4/29/2020,1,6,1,10,4, , , , , ,2, , , ,1,5,0, , , , ,1,2,4,1,3,3,3,5,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,2,1,2,3,4,99999997,5,4,4,4,2,4,2,2,1,1,4,1,1,4,1,99999997,2,4,2,4,1,3,3,3,6,0,15000,2,1,2,60,5,.727813166354468
297287625,4/29/2020,1,6,2,14,3, , , , , ,5, , , ,2,4,0, , , , ,4,2,4,1,2,99999997,1,8,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,2,2,1,99999997,99999997,99999997,99999997,4,99999997,2,2,2,99999997,4,99999997,99999997,2,2,1,2,2,2,99999997,99999997,99999997,99999997,99999997,5,3,4,9, , , ,2,1,99999997,58,5,.80467974770871
297287626,4/29/2020,1,6,1,6,2, , , , , ,3, , , ,2,6,0, , , , ,2,2,4,1,1,5,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,1,0,7500,2,3,8,40,3,.310307711265022
297287628,4/29/2020,1,6,2,10,4, , , , , ,8, , , ,3,6,0, , , , ,2,3,4,3,1,3,4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,99999997,3,4,4,5,99999997,99999997,99999997,2,4,99999997,4,99999997,2,2,2,99999997,99999997,99999997,99999997,99999997,2,99999997,99999997,1,2,3,3,4,6,0,25000,1,2,4,37,3,.436759509965558
297287629,4/29/2020,1,6,1,15,2, , , , , ,5, , , ,2,1,0, , , , ,1,3,4,1,1,4,7,5,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,3,2,3,4,3,3,3,3,2,1,3,2,4,1,3,2,1,2,2,2,3,1,1,1,2,1,2,3,3,3,4,3,0,25000,3,1,3,56,5,.984945757235807
297287630,4/29/2020,1,6,1,3,3, , , , , ,5, , , ,2,1,0, , , , ,5,2,4,1,3,3,1,6,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,2,1,2,4,4,4,4,4,99999997,4,5,99999997,99999997,3,99999997,2,5,99999997,99999997,2,1,99999997,99999997,99999997,99999997,99999997,5,2,2,2,3,0,7500,2,1,2,61,5,1.17198412578142
297287631,4/29/2020,1,6,1,2,5, , , , , ,3, , , ,2,7,0, , , , ,1,1,4,1,1,4,5,3,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,5,5,4,4,4,3,4,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,2,5,1,1,5,2,0,45000,1,2,4,53,4,.939890228825701
297287632,4/29/2020,1,6,2,7,1, , , , , ,8, , , ,3,1,0, , , , ,1,2,1,2,1,5,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,4,5,0,25000,2,1,3,32,2,1.07324864638487
297287633,5/2/2020,1,6,2,8,2, , , , , ,5, , , ,2,5,0, , , , ,3,2,4,1,1,2,1,7,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,99999997,2,99999997,3,3,3,99999997,3,3,2,4,2,3,2,1,99999997,1,99999997,2,2,2,1,3,3,99999997,1,2,2,3,3,2,2,0,7500,1,2,2,45,4,.485983327341767
297287634,4/29/2020,1,6,2,10,4, , , , , ,7, , , ,3,2,0, , , , ,1,3,4,1,3,4,6,5,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,4,2,3,5,2,2,2,2,3,99999997,1,1,5,2,1,1,1,99999997,1,1,1,1,4,1,99999997,1,1,3,4,3,5,6,0,45000,2,1,8,62,5,1.47591465928849
297287636,4/29/2020,1,6,2,1,5, , , , , ,5, , , ,2,5,0, , , , ,2,2,4,1,3,4,1,6,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,99999997,99999997,1,1,5,1,99999997,1,1,99999997,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,5,3,3,0,15000,2,1,3,58,5,.606517467713769
297287637,4/29/2020,1,6,1,10,4, , , , , ,8, , , ,3,3,0, , , , ,1,2,4,1,1,5,7,3,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99999997,2,99999997,99999997,3,3,3,4,2,99999997,2,1,1,3,3,2,1,2,1,1,1,1,2,2,1,1,1,4,3,3,5,6,0,45000,2,3,7,35,3,.877331964955254
297287638,4/29/2020,1,6,1,2,5, , , , , ,7, , , ,3,10,0, , , , ,4,1,4,4,3,2,1,4,6,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,3,5,5,4,4,4,5,4,1,9, , , ,3,2,1,19,1,1.31829590895074
297287639,4/29/2020,1,6,1,4,3, , , , , ,7, , , ,3,9,0, , , , ,2,2,1,2,2,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,2,3,4,3,5,5,2,3,3,4,2,3,3,4,3,5,3,3,4,5,2,2,2,5,1,0,45000,1,1,3,29,2,1.09686830035343
297287640,4/29/2020,1,6,1,1,5, , , , , ,1, , , ,1,1,0, , , , ,99999997,1,99999997,2,99999997,1,99999997,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,5,2,2,2,2,1,2,2,1,1,0,4000,1,2,99999997,23,1,1.17649963748941
297287641,4/29/2020,1,6,1,2,5, , , , , ,7, , , ,3,7,0, , , , ,1,3,99999997,99999997,1,4,6,6,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,2,2,2,4,3,3,3,3,2,3,2,4,2,2,3,2,2,2,2,4,3,3,2,4,2,2,4,3,3,3,7,0,15000,3,2,4,54,4,1.03215959103168
297287642,4/29/2020,1,6,2,13,3, , , , , ,5, , , ,2,1,0, , , , ,1,2,4,2,1,4,5,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,3,2,3,4,3,3,2,3,3,1,3,3,5,2,0,45000,2,2,4,28,2,.90993402407255
297287643,4/29/2020,1,6,2,10,4, , , , , ,5, , , ,2,6,0, , , , ,1,2,4,1,1,2,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,5,3,2,3,99999997,99999997,99999997,4,4,99999997,2,2,99999997,4,99999997,99999997,99999997,2,99999997,99999997,99999997,99999997,99999997,8,3,3,9, , , ,2,1,99999997,27,2,.395375593181892
297287644,4/29/2020,1,6,2,14,3, , , , , ,6, , , ,3,99999997,0, , , , ,1,4,4,1,1,3,1,4,4,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,5,2,3,4,1,3,99999997,5,99999997,1,1,5,5,99999997,1,1,2,3,1,99999997,99999997,1,1,1,1,1,1,4,1,4,4,6,0,25000,3,6,2,37,3,.924657296195655
297287646,4/29/2020,1,6,1,9,2, , , , , ,4, , , ,2,6,0, , , , ,1,3,4,3,1,4,7,1,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,2,4,6,0,25000,2,3,4,51,4,.333961330197289
297287647,4/29/2020,1,6,1,7,1, , , , , ,8, , , ,3,1,0, , , , ,2,2,2,2,1,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,2,4,5,4,3,1,1,2,3,3,3,4,4,4,5,5,3,1,1,3,3,4,5,2,2,4,3,0,25000,1,2,2,25,2,1.28066880144827
297287648,4/29/2020,1,6,2,10,4, , , , , ,7, , , ,3,6,0, , , , ,2,2,4,3,3,5,4,4,2,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,2,2,2,4,4,4,2,4,3,2,1,3,2,2,2,2,2,2,1,2,1,3,1,1,2,1,1,4,2,3,1,0,15000,2,1,3,23,1,.529268062871545
297287649,4/29/2020,1,6,1,1,5, , , , , ,7, , , ,3,3,0, , , , ,3,2,4,2,2,1,1,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,4,3,4,4,5,4,4,3,4,1,2,2,3,2,2,3,2,2,2,1,2,4,2,3,3,4,3,0,25000,3,1,3,50,4,.824039058153858
297287650,4/29/2020,1,6,2,10,4, , , , , ,5, , , ,2,5,0, , , , ,1,2,4,3,1,4,4,8,4,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,5,4,4,4,4,4,3,4,4,4,3,3,4,5,3,4,4,3,4,2,3,99999997,99999997,4,4,2,4,2,0,25000,1,1,4,52,4,.694698551863287
297287651,4/29/2020,1,6,2,15,2, , , , , ,3, , , ,2,2,0, , , , ,2,2,4,1,1,3,1,7,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,99999997,2,1,1,5,5,5,99999997,99999997,99999997,99999997,5,5,99999997,2,2,2,5,99999997,99999997,99999997,99999997,99999997,1,99999997,99999997,99999997,5,3,2,1,1,0,4000,1,1,2,51,4,.939831107587635
297287652,4/29/2020,1,6,2,10,4, , , , , ,4, , , ,2,5,0, , , , ,1,2,4,2,3,4,4,3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,4,4,4,99999997,2,2,4,5,3,2,1,2,3,2,3,4,2,3,2,2,2,2,3,4,2,4,6,0,25000,2,1,4,60,5,.694965239849847
297287653,4/29/2020,1,6,2,10,4, , , , , ,5, , , ,2,1,0, , , , ,1,2,2,3,1,3,3,4,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,4,4,3,99999997,99999997,1,1,99999997,2,3,5,1,5,5,3,99999997,5,3,4,4,5,3,2,3,3,1,3,6,0,15000,2,2,2,38,3,1.09960905627883
297287654,4/29/2020,1,6,1,6,2, , , , , ,5, , , ,2,5,0, , , , ,1,2,4,1,1,4,1,5,3,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,2,3,3,1,1,1,5,5,3,1,3,1,3,1,1,1,5,3,3,5,1,5,1,5,1,1,5,3,3,5,5,0,45000,1,1,1,65,5,.564752146560348
297287655,4/29/2020,1,6,2,1,5, , , , , ,6, , , ,3,3,0, , , , ,2,2,3,2,1,6,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,4,2,3,4,3,0,25000,2,3,4,40,3,.68651375576027
297287656,4/29/2020,1,6,1,3,3, , , , , ,5, , , ,2,9,0, , , , ,2,2,4,1,3,8,6,7,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99999997,2,3,99999997,1,2,99999997,99999997,99999997,99999997,1,2,2,99999997,99999997,2,2,2,99999997,99999997,99999997,99999997,99999997,99999997,99999997,1,99999997,8,3,3,3,2,0,15000,2,2,2,44,3,.939087419098559
297287657,4/29/2020,1,6,2,15,2, , , , , ,2, , , ,1,9,0, , , , ,2,2,4,1,3,4,4,8,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,5,99999997,1,1,3,1,1,99999997,1,3,1,3,3,1,99999997,1,1,1,1,1,1,99999997,1,2,5,3,5,1,1,0,4000,2,1,2,41,3,.637952967101914
297287658,4/29/2020,1,6,2,7,1, , , , , ,3, , , ,2,6,0, , , , ,1,2,4,3,1,99999997,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,4,4,4,4,5,4,5,99999997,99999997,4,2,99999997,99999997,99999997,3,5,3,99999997,99999997,99999997,99999997,99999997,2,4,2,2,2,0,7500,2,3,2,23,1,.43088471668116
297287659,4/29/2020,1,6,1,4,3, , , , , ,4, , , ,2,5,0, , , , ,1,2,4,1,3,4,4,5,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,4,2,1,2,4,4,4,5,5,3,2,5,4,3,2,2,3,4,1,2,5,1,5,1,3,1,1,1,3,2,2,5,0,7500,2,1,3,55,5,.671996956083391
297287660,4/29/2020,1,6,2,2,5, , , , , ,5, , , ,2,6,0, , , , ,5,4,3,2,1,4,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,5,5,4,5,4,5,3,4,4,5,2,5,1,5,2,1,2,1,4,2,2,4,1,3,3,3,4,5,0,25000,3,1,5,34,2,.345056399690324
297287661,4/29/2020,1,6,2,9,2, , , , , ,5, , , ,2,2,0, , , , ,1,2,4,1,3,7,4,3,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,2,1,2,3,3,99999997,2,2,1,2,2,3,2,2,2,3,3,3,2,3,2,2,1,3,3,3,4,3,3,5,6,0,45000,2,1,4,56,5,.940191899567289
297287662,4/29/2020,1,6,2,6,2, , , , , ,4, , , ,2,11,0, , , , ,99999997,2,4,1,3,7,8,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,5,2,3,3,3,3,99999997,3,99999997,99999997,2,1,1,99999997,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,3,6,0,15000,2,1,99999997,57,5,1.86717973762897
297287663,4/29/2020,1,6,2,1,5, , , , , ,7, , , ,3,5,0, , , , ,2,2,4,3,1,2,3,6,4,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99999997,2,99999997,99999997,99999997,4,99999997,4,99999997,99999997,2,3,4,99999997,2,3,2,2,2,2,2,2,99999997,1,3,2,2,2,3,3,3,2,0,15000,1,1,3,57,5,.666059505918227
297287664,4/29/2020,1,6,1,10,4, , , , , ,5, , , ,2,1,0, , , , ,1,2,1,2,1,4,4,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2,1,1,5,5,5,3,3,4,2,4,4,5,3,3,2,4,4,3,3,2,5,1,3,2,1,5,2,2,4,2,0,25000,2,1,4,56,5,1.40795034051531
297287665,4/29/2020,1,6,2,6,2, , , , , ,5, , , ,2,3,0, , , , ,1,2,99999997,3,3,4,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,99999997,3,3,2,2,3,2,4,4,4,4,4,3,3,4,3,3,4,2,3,1,2,2,1,1,2,3,2,2,0,7500,2,1,3,53,4,.552124197963165
297287666,4/29/2020,1,6,1,3,3, , , , , ,3, , , ,2,1,0, , , , ,2,2,4,1,1,3,4,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,1,1,1,2,1,2,2,3,1,0,15000,1,1,1,41,3,1.02086341325595
297287667,4/29/2020,1,6,1,16,1, , , , , ,8, , , ,3,7,0, , , , ,1,3,4,3,1,4,2,3,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,5,5,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,2,4,1,4,4,2,4,4,1,5,5,0,45000,2,1,6,34,2,1.0449532785963
297287668,4/29/2020,1,6,1,10,4, , , , , ,8, , , ,3,9,0, , , , ,1,3,4,2,1,6,7,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,5,5,5,5,3,5,3,3,3,3,4,4,4,4,3,5,5,5,5,5,5,5,5,1,3,2,5,3,0,45000,2,1,8,49,4,1.33335244659436
297287669,4/29/2020,1,6,2,10,4, , , , , ,4, , , ,2,11,0, , , , ,2,2,4,2,3,3,3,8,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,4,3,3,2,1,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,15000,2,3,2,32,2,2.40723869065113
297287670,4/29/2020,1,6,2,1,5, , , , , ,4, , , ,2,10,0, , , , ,1,2,4,2,1,5,4,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,3,4,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,3,2,1,3,7,4,2,5,2,0,45000,3,4,2,19,1,1.06976956874289
297287671,4/29/2020,1,6,2,10,4, , , , , ,4, , , ,2,1,0, , , , ,2,2,99999997,2,1,4,3,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,7,2,2,4,2,0,25000,1,1,2,30,2,1.09313931038546
297287672,4/29/2020,1,6,1,10,4, , , , , ,8, , , ,3,1,0, , , , ,1,2,1,5,1,4,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,1,4,2,0,25000,3,1,5,64,5,1.54616933242818
297287673,4/29/2020,1,6,2,15,2, , , , , ,2, , , ,1,11,0, , , , ,1,2,4,1,3,4,2,7,4,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,4,3,3,99999997,5,5,3,5,2,5,99999997,5,4,4,4,1,4,3,1,3,1,99999997,2,3,5,3,3,1,5,0,4000,2,1,1,51,4,1.6826989763514
297287674,4/29/2020,1,6,1,14,3, , , , , ,4, , , ,2,11,0, , , , ,2,4,4,1,1,4,2,4,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3,2,1,3,2,4,4,2,99999997,99999997,2,1,2,2,2,1,1,3,2,1,4,2,99999997,1,2,2,1,2,3,3,3,2,0,15000,3,2,7,20,1,2.74095943622475
297287675,4/29/2020,1,6,2,3,3, , , , , ,3, , , ,2,99999997,0, , , , ,3,2,3,5,3,99999997,99999997,99999997,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999997,2,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,8,3,3,9, , , ,3,1,2,43,3,.841998044932192
